tofpet_id,channel,tac,a,b,c,d,x0,chi2,dof
0,31,1,0.0003249707107846444,0.1370696982909509,23.784836513061823,382.6920299126265,132.84728879423554,4485.926151761564,2997
0,31,2,0.0003146843383594908,0.13595075739330295,24.07056010356026,382.60219872129863,132.9818477542745,4636.145746500292,2996
0,31,3,0.00030238964200447293,0.13459312345906402,24.3359129530266,382.96232951394705,133.54123300344025,4813.032806258196,2995
0,32,0,0.00018746514254552613,0.12490974566034078,26.484725757888913,377.91355016571094,136.50656981045725,4605.961802284897,2995
0,32,1,0.0001836424776064005,0.12385562994090568,26.668138859019425,377.5133459401025,136.73893861951652,4570.3757657639235,2995
0,32,2,0.0001867017112530848,0.12448097311250146,26.428241345192237,377.3782500408888,137.07710825640797,4514.198288160734,2995
0,32,3,0.00018331821768084863,0.1233359801402369,26.57245200701452,377.64463466589575,137.77291304767883,4580.748766210894,2995
0,33,0,0.00011810010671083427,0.11466031341101779,26.4243405948506,349.8397641238618,143.20503423784476,3900.497073239184,2996
0,33,1,0.00011494729775557082,0.11326793235028808,26.755478819234256,349.3649890572157,143.2649211129727,4020.1001986496995,2995
0,33,2,0.00011473841992493076,0.11313296611855905,26.717365669830677,349.35513982901506,143.6295324696161,4069.8856964266406,2995
0,33,3,0.0001175988776286225,0.11385484065649404,26.367113258920067,349.4072189183601,144.3153933815378,4032.1712061140906,2989
0,34,0,0.00021847383588040193,0.13924034350702255,26.199516150405298,355.6788486225783,117.90591883410826,3895.270982538642,3082
0,34,1,0.0002335787823765682,0.1404545830993372,25.673648255452996,355.27144651687803,118.34085456972814,4060.7296886079553,3072
0,34,2,0.00022713400255118884,0.14039011727131503,25.725417119145927,355.27410801620096,118.56620801260587,3898.9995753772705,3071
0,34,3,0.00023013553991362143,0.13989835165339295,25.62560666343519,355.380393468315,119.19150281752158,4061.6611911183645,3070
0,35,0,0.00022913613322275722,0.12738227305805705,24.2962088207835,352.71489425681636,133.56182316284077,3380.271090465193,2995
0,35,1,0.00022987730802287296,0.12740756779060028,24.17476245280682,352.4249955449075,134.0044853900547,3472.8610216535944,2995
0,35,2,0.00022329551514296703,0.12619019166877182,24.4709850264324,352.35253182225244,134.09865567346714,3442.3607082000467,2995
0,35,3,0.00022159086663884415,0.12557223344405463,24.467766017238024,352.54560478278745,134.75986543045838,3596.1897110670993,2995
0,36,0,0.00023115908171164853,0.12525931715455677,22.993206228821286,337.2024608757166,137.09800511626176,3931.784076871883,2995
0,36,1,0.0002225014058656091,0.12388186167931256,23.288726101581254,336.8262645500667,137.33312003336334,4127.9452156725965,2995
0,36,2,0.0002177847200885962,0.1234732090050926,23.374389035998934,336.71272244735445,137.60078199284226,3944.368670055638,2995
0,36,3,0.00021965186332506372,0.12365369161995077,23.184366116023295,337.0174364710883,138.31770219852146,4165.505355763213,2995
0,37,0,0.0002799798630152617,0.145396675610211,25.82496893342485,374.2886337298532,118.36989779209127,3436.899955738651,3070
0,37,1,0.00027980139677998456,0.14547657434667785,25.747858146295275,373.7202503628698,118.48635579597487,3514.2826872156525,3070
0,37,2,0.00028013401000348445,0.14489820085203214,25.754574761274135,373.55391139837883,118.79452757089226,3486.716380844587,3070
0,37,3,0.0002762611409138143,0.14419416666371457,25.808772506636245,374.02924672062727,119.33753953574418,3632.7275537386026,3070
0,38,0,0.00025722513990032524,0.1416229531266678,23.32891764326737,340.33137142378445,121.47748539707274,2992.9466485910016,3070
0,38,1,0.00024487867824768997,0.13969255127796523,23.71513497208174,340.09897629330516,121.67770309738277,2994.046432202189,3070
0,38,2,0.0002476119479406228,0.1401169492279432,23.55278234876695,340.1011858960579,121.99190398351072,3001.713201488316,3070
0,38,3,0.00023984076281536717,0.13916488611733913,23.719740012405147,340.18537882797034,122.37454297281144,2869.090699212712,3070
0,39,0,0.0003731787873399442,0.16708993019856794,26.84237369111947,375.73415753118934,98.61167399114485,3517.110221778958,3220
0,39,1,0.0003589002544585588,0.16593652578489984,27.065822130347183,375.42746711944847,98.77031156767688,3554.080578771631,3220
0,39,2,0.0003571169806823824,0.165696743383573,27.07149573595812,375.35270557759543,98.93544660163384,3534.281777209421,3220
0,39,3,0.00035069520759447843,0.16470476654649946,27.173556498546905,375.67320590288983,99.36866128846464,3666.624047952196,3220
0,40,0,0.00028427531732863473,0.14156262151055793,23.769649768604765,374.02130229997886,129.2250533808725,6901.552672934732,3056
0,40,1,0.0002846736963668079,0.14133543034303714,23.74139786726593,373.51710108193015,129.44250743317144,7177.55039467203,3048
0,40,2,0.0002796701888698172,0.14070460315606098,23.87552770097872,373.5992771564968,129.65030959937675,6836.27383432006,3044
0,40,3,0.0002878480573523711,0.14117824331231915,23.541718296238408,373.66473330592737,130.37459518413183,6753.2067193711,3034
0,41,0,0.0002743516427943435,0.13152433299898847,24.796795145936464,378.78474186219773,135.20030277863373,5283.504628170823,2995
0,41,1,0.0002632487111375503,0.13017489504639063,25.126958552377506,378.4467669820812,135.34201389762302,5647.550740922746,2995
0,41,2,0.0002649176146528798,0.13002128736824284,25.082421555723844,378.505601731065,135.63770244736557,5655.76949252592,2995
0,41,3,0.00025742771042641666,0.12934183431705557,25.197110075488983,378.61389656375803,136.20507098279225,5730.219668347237,2995
0,42,0,0.0002993503337596463,0.13477765420237856,22.59721721592162,353.0744391856146,132.66135760923706,4283.016725018968,2995
0,42,1,0.0002964273094119646,0.13375256956226844,22.669231401097722,352.8262109567048,133.09357851192246,4335.590732414402,2995
0,42,2,0.0002883678195166174,0.1330269770459995,22.868562641424003,352.9747643296081,133.2725657546709,4495.432479221566,2995
0,42,3,0.0002937977682586063,0.1331481015796517,22.630546184203727,353.07964957574774,134.03284746567766,4516.191948608361,2995
0,43,0,0.00031490339325447846,0.15972924008105008,26.740587852806595,396.999897678759,109.70337853234477,3740.424099291933,3145
0,43,1,0.0002999636498304779,0.15719893506495353,27.25261694756102,396.73072632259806,109.85064594648368,3858.1337909686004,3145
0,43,2,0.00029411991140210127,0.1571134357791268,27.295138429754388,396.4134808800457,109.97314591306326,3822.2231209977926,3145
0,43,3,0.0002927816689867083,0.15762828444192098,27.111973558641356,396.9040842489962,110.52668929821382,3683.5908815749945,3145
0,44,0,0.00020191457627679446,0.13331332959633402,28.28509997212991,375.92988045281004,121.52210169084134,3891.4261142245,3070
0,44,1,0.0002006009216786833,0.1334223182571231,28.208640573635087,375.6248084718948,121.70669009056932,4158.856327567377,3070
0,44,2,0.0001969194960145903,0.13263287024030362,28.38490188020927,375.46797269102797,121.88884393711106,4066.0936021411817,3070
0,44,3,0.0001979606176412777,0.13198970807813187,28.33713179044448,375.65642086110967,122.49973454611465,4171.9265250710305,3070
0,45,0,0.00025968330730359715,0.138562087702466,25.244541003540597,365.31103856282755,123.0927669564452,4103.64623224631,3070
0,45,1,0.0002604515928763686,0.13851316626472157,25.186837100261478,364.85789719304375,123.20310843292786,4309.483875710536,3070
0,45,2,0.00026120012037341285,0.13914506663462492,25.019149352913722,364.9080227761162,123.4862492765923,4198.01578753143,3070
0,45,3,0.00025640027485564714,0.13784956011116511,25.167967715873175,365.1009245110283,124.03761461363571,4429.768753498456,3070
0,46,0,0.00012367091524058703,0.1148542728131725,28.323867441743964,359.40991301771106,137.453948890698,4946.535088081924,2995
0,46,1,0.00012100632621113317,0.11417391917371716,28.44949291377068,358.952602695478,137.72515143012637,4658.155562983817,2995
0,46,2,0.00011614534766905851,0.11372510706327323,28.627730531351368,359.2796608874431,138.00986439233444,5171.3320122868245,2995
0,46,3,0.00012145151089785558,0.11366501681995735,28.328586533248338,359.129332278146,138.76703935084956,5079.31726685414,2995
0,47,0,0.0003330542438666372,0.14422084511972458,25.31496183330739,393.3575842611996,122.88219744514582,4440.049520984518,3070
0,47,1,0.0003318584741191397,0.14400185182615696,25.262079794097904,393.080663974335,123.2365891775639,4660.83777570981,3070
0,47,2,0.00032984062974100286,0.14335814267812327,25.32519350591904,393.1897123713302,123.50886818004838,4553.392249940869,3070
0,47,3,0.00031840262523002874,0.14243585139466686,25.51227691457571,393.3933112434652,123.98675380073448,4740.236534164547,3070
0,48,0,0.00024332993395811451,0.12983713529113375,23.673261483903833,360.4778728797389,135.93673408518765,4696.144991317444,2995
0,48,1,0.0002313773662726068,0.12797590247501445,24.14730883376631,360.03866150822506,135.88673561660806,4611.192365479992,2995
0,48,2,0.0002297642440324811,0.12863827313916096,24.015683696657995,360.2437599660284,136.21454236046839,4549.091416924443,2995
0,48,3,0.00023838835876863342,0.12955041273995024,23.56488688995642,360.02471204262815,136.97858576156816,4592.8432185676265,2995
0,49,0,0.0002632123320827843,0.1489654288439576,27.85306221952883,382.28664116800655,110.52438929064475,3605.6922720777457,3145
0,49,1,0.0002731106336142066,0.1498128746003227,27.491393166904317,381.8616039324982,110.77504861317938,3631.8895482548533,3145
0,49,2,0.00025605163849144134,0.14833070922910935,27.973184146305062,382.09881391307766,110.79805141680576,3547.458420416603,3145
0,49,3,0.00026198908457238454,0.14885375611546012,27.648068825451904,382.05977694903083,111.36517700594341,3643.195045325216,3145
0,50,0,0.00023640744774555412,0.1252244257904266,24.93773395412506,372.47839534455375,138.48771686868392,5488.465373250989,2995
0,50,1,0.00023419762983588988,0.12476782747150723,24.916885376661057,372.16824000199847,138.997933468074,5680.283334190142,2995
0,50,2,0.0002273454508687301,0.12425713523513202,25.128768209994902,372.24086836983753,139.05661611134326,5853.89684201763,2995
0,50,3,0.00022418432011888853,0.1231688442455403,25.231585152418887,372.30077979633313,139.74403621365872,5804.341467768924,2995
0,51,0,0.00035306122800420693,0.15192922375162127,23.637273635311605,385.6175463576933,121.92296879160094,4982.626980902948,3070
0,51,1,0.0003626996404687735,0.15245143860010046,23.350922198133045,385.27714843659584,122.32155260803167,5041.332745616895,3070
0,51,2,0.00035613809409126905,0.15218337231676035,23.421874370554086,385.1206197569759,122.54568751351343,4892.941002995214,3070
0,51,3,0.00035016598233065556,0.15144011913856356,23.47423470595234,385.3298163750657,123.07029371776237,5069.2597640194035,3070
0,52,0,0.0002404472067233681,0.13554303110528163,24.2101749310428,358.77101001819227,128.70526060788305,5250.955105409814,3070
0,52,1,0.00024488475630104366,0.1364099184683797,23.95904778931629,358.4081968577223,128.8446498599426,5027.442189469328,3070
0,52,2,0.00023546271977559514,0.13572366755481918,24.178460787577045,358.32238696644305,128.98742519529375,5261.675384340586,3070
0,52,3,0.00022487257037096697,0.13408104863556403,24.484018468383095,358.73745120766773,129.5479257779096,5885.096505797386,3070
0,53,0,0.00020631257301234452,0.1316471933047404,26.14487800480952,364.00599052258167,127.71554101068165,4454.074563852712,3064
0,53,1,0.00021728785894140727,0.1322446548973536,25.749798746160764,363.5305351660102,128.15902815614876,4377.402693427142,3048
0,53,2,0.0002153664618445937,0.1317253636168962,25.832227738614666,363.60220243319156,128.34505755627492,4359.118056807784,3045
0,53,3,0.0002192672125849819,0.13182907130192595,25.61468986765571,363.8095271095387,129.048111505424,4469.270814967081,3033
0,54,0,0.00015800254577585094,0.11496128143700111,23.28452205190169,335.82464506618055,150.472836115971,3484.5957253924494,2920
0,54,1,0.0001548806044486362,0.11406824394169392,23.41898516974004,335.52035240490477,150.85409843240123,3814.31054455072,2920
0,54,2,0.0001534855944858951,0.11397149879257609,23.43171438225576,335.45710076287355,151.07075376306256,3744.8077117690555,2920
0,54,3,0.0001509820965758141,0.11309026681539543,23.526888423405527,335.531878067671,151.75993932807927,3863.6103097508817,2920
0,55,0,0.00018117027421459748,0.12249824252282623,27.98403947439074,376.67028113471383,131.55918436183453,5356.047692585725,3068
0,55,1,0.00017983571116685304,0.12225456470003183,27.96127211099789,376.74494822299977,132.01687878650293,5411.146071512916,3058
0,55,2,0.00017730844645466479,0.121435027861201,28.13454741857084,376.80128728754755,132.28773523852294,5264.327418786837,3048
0,55,3,0.00018418846224303785,0.12183333911419278,27.763607296596597,376.80428108236384,132.95139130553002,5050.4526288359575,3037
0,56,0,0.0002968807675476945,0.13924030076367447,27.04302544922676,390.3143186893197,120.58950167136683,3956.9059965352553,3070
0,56,1,0.00030048263885965076,0.13959289949914291,26.837388807712298,390.03421661527403,120.85744521577263,4021.757160494429,3070
0,56,2,0.00029190186240119924,0.13849948092466968,27.133207641573797,389.929676319904,120.96641279156401,4218.89177436906,3070
0,56,3,0.00029922142484730454,0.1386006956602066,26.8331547505554,389.9804817907414,121.63586639270302,4353.746715977195,3070
0,57,0,0.00025045307098341634,0.13262933379127112,22.93032281444549,336.8302572814325,131.86133349215828,3368.4619202443105,2995
0,57,1,0.00024926652105798376,0.13264376468354738,22.85284512313997,336.26912973633375,132.1954694056898,3611.5051449994176,2995
0,57,2,0.00024885607400039147,0.13221984874905657,22.87577393174836,336.2879061091811,132.45609485503235,3452.1125065188617,2995
