tofpet_id,channel,tac,tdc,a,b,c,x0,chi2,dof
0,4,3,1,-0.010000000002107786,-154.57857454657656,336.87620785781337,0.01159236591078383,532.3647110187247,236
0,5,0,0,-2.4035961812271687,-150.90696624537497,339.0225566336186,0.03303840186912965,416.6666760623491,236
0,5,0,1,-0.1081779031945809,-168.95807442961208,361.8608410799072,0.018049393418385185,424.8723152234785,236
0,5,1,0,-1.9359257433005348,-151.35448659919447,329.19303140177936,0.03194429485305661,328.49288721655796,236
0,5,1,1,-1.0495674386737845,-167.2999214535798,361.54784279856904,0.018049406987732608,392.6626980137056,236
0,5,2,0,-0.35112396839550536,-153.53872125069552,328.68819478843915,0.033021784548528554,349.2491412090936,236
0,5,2,1,-0.3609907621202491,-168.14535289475845,361.1494136793729,0.017681456811205476,383.47790193446923,236
0,5,3,0,-0.010000000000000054,-152.99485743067285,324.83333738725315,0.04197899528161586,358.6464709592721,236
0,5,3,1,-0.010000000013217906,-168.51585265860533,358.61217382087807,0.03709662511802603,528.395724116343,236
0,6,0,0,-1.738466020029601,-164.67668312422572,373.2257467418016,0.03317011238050149,444.4102850188218,236
0,6,0,1,-0.758317341747106,-158.0445973223305,341.42464097985254,0.015212973844100364,435.87729049065376,236
0,6,1,0,-0.5287612918700413,-165.98094602671236,365.2062954960416,0.031944280351431154,364.23131348919065,236
0,6,1,1,-0.010000000000745015,-157.6438816175637,337.96149868113065,0.018867249917811968,429.3527347084548,236
0,6,2,0,-0.41877449599388966,-165.32159244243832,362.3516996674516,0.032280135448195746,402.18463088767083,236
0,6,2,1,-0.010000000000172732,-158.27742397352333,337.9327056907054,0.016397523227060562,456.5720842223683,236
0,6,3,0,-0.20461789923832566,-166.10961857146657,363.2402105925702,0.03302178035989434,442.3873126350443,236
0,6,3,1,-0.648569988317633,-156.69462300280225,340.8837803138485,0.010597768856327017,560.1534849687872,236
0,7,0,0,-0.3644590538611638,-155.44724681427707,347.0265160919302,0.031414984438018934,530.0870107137238,236
0,7,0,1,-1.4722643971291645,-161.1511169497121,351.6014899575466,0.03882161341156465,504.87936317604203,236
0,7,1,0,-0.9567471717945459,-153.9733945575124,336.6234716338574,0.031414983461833246,535.8562233612549,236
0,7,1,1,-2.4099689853041975,-159.2261835604528,348.9031901276442,0.033146715154706796,582.5087183499766,236
0,7,2,0,-0.9907725267753152,-154.01525667936886,334.066060334089,0.03882159276576136,434.63389397450317,236
0,7,2,1,-1.5624711568920053,-158.99333851519089,347.08601118783326,0.033018433679733006,500.4005560797665,236
0,7,3,0,-0.04123449933701293,-155.5919312748313,335.93215481293504,0.031944287492667645,445.1000348258002,236
0,7,3,1,-0.50315991793328,-161.0665619662891,352.4297498330691,0.018049392609417625,414.0554668067761,236
0,8,0,0,-0.9142570672399082,-153.2190011602808,339.06143383426155,0.022792692279502424,382.11879289110743,236
0,8,0,1,-0.09883425044457267,-156.84694013729535,343.57521500216984,0.008580709858947877,484.1589463555816,236
0,8,1,0,-1.665315854946006,-151.17313769370435,332.0299058985878,0.008915821879763475,661.3980360973435,236
0,8,1,1,-0.17131487902595283,-156.84206957162903,341.6339839265256,0.01066014766423029,484.2434147950403,236
0,8,2,0,-0.014482253170018899,-154.03845242678247,329.0256892175734,0.03194428441896502,438.40424770740367,236
0,8,2,1,-0.010000000000000007,-156.14432027225618,341.8304942679951,0.006761552212803834,471.6888279945074,236
0,8,3,0,-0.15913292432160595,-153.74010978143323,327.19247553110904,0.03141498403173826,385.1401686417017,236
0,8,3,1,-0.010000000000000002,-156.61367216162645,342.2405475000198,0.01041273491458039,443.18734569752286,236
0,9,0,0,-0.29291008386293726,-155.54563650655882,349.3181229437165,0.018049393742074593,426.25898273077416,236
0,9,0,1,-0.01000000000000751,-153.02068692059845,327.38073573178616,0.002079215422611913,532.6362748016293,236
0,9,1,0,-2.156039566547789,-152.07128641181498,340.20312286546636,0.018049393346206477,381.7676417349654,236
0,9,1,1,-0.5002542117580552,-152.78446135344834,330.7016327780539,0.0037730868869986223,448.9408020176064,236
0,9,2,0,-0.8592151625977872,-154.14954915088896,339.5685268639517,0.0179795667926147,388.55230077862103,236
0,9,2,1,-0.010000000025341411,-153.45943204834177,326.6432762745573,0.0049142058500988295,463.8923984265834,236
0,9,3,0,-0.20636670236135984,-155.2390086449517,339.0101778342902,0.033021779085480873,536.772869037467,236
0,9,3,1,-0.010000000000811488,-153.64031700704504,328.1778199513043,0.010336734707213968,489.9166550363335,236
0,10,0,0,-0.010000000000000002,-162.02460527134494,355.2121177682996,0.02911618191737375,407.14830473684697,236
0,10,0,1,-1.395953352159904,-156.64020592485036,343.19905039270543,0.014449502541756587,433.13070445604023,236
0,10,1,0,-0.010000000000006623,-161.65588440020315,344.85595999910987,0.03809412220450259,383.9342293384402,236
0,10,1,1,-0.6373773222082357,-156.3152905503357,343.47917657648566,0.0189788385232883,427.6114139320475,236
0,10,2,0,-0.010000000000000002,-161.3099802283279,344.9666088147378,0.022172649984767867,362.2214772784684,236
0,10,2,1,-0.5292575712265257,-156.76646435369835,343.4012355143928,0.014548781757508622,432.75122991539695,236
0,10,3,0,-0.01000000000000002,-161.08793397411563,344.94439145164614,0.03414526626547765,464.4489242653628,236
0,10,3,1,-0.28979903070554225,-156.8637371537143,344.3967007498143,0.010335252555359942,535.6092699803858,236
0,11,0,0,-0.7445726702294786,-157.276661714316,349.9821582321349,0.018135435519699983,338.4678490094906,236
0,11,0,1,-0.1949969613815502,-153.47708779054597,335.2482570686703,0.014449500006296079,476.01689780951637,236
0,11,1,0,-0.7191119952028325,-156.74786039148233,339.7868903290117,0.01804939355649826,411.7569951575519,236
0,11,1,1,-0.5648139435039385,-153.18505321634063,332.13559427688523,0.014449504775738031,522.1196928738987,236
0,11,2,0,-1.3334868282636019,-155.95639736027044,339.41158459004635,0.012347274133293507,539.3419243810586,236
0,11,2,1,-0.32774325729225345,-153.1575957573548,331.61127238755813,0.00913405597538186,502.46246803789774,236
0,11,3,0,-0.2647806373990777,-157.79043582360944,340.2453040493489,0.023206133738682855,386.9763203386399,236
0,11,3,1,-0.010000000000000075,-153.54913025070795,332.12478169988117,0.012453045560200438,467.1563035851789,236
0,12,0,0,-0.010000000000000002,-159.5930677002002,355.4102493150872,0.02080147290505041,396.6962699620659,236
0,12,0,1,-0.08498845514078504,-161.5299530435782,349.9602067174033,-0.004611899277512821,526.3519593078324,236
0,12,1,0,-0.43522652905030484,-158.1936030526768,345.50908788651935,0.01832560859935839,416.93210495085157,236
0,12,1,1,-0.38721199234656845,-161.02617486205193,349.2876003646792,0.0011064771941882157,447.0030045635225,236
0,12,2,0,-0.01000000000003321,-159.1299125407946,343.41288157165593,0.020390005352223017,414.8702308858047,236
0,12,2,1,-0.010000000000000002,-161.81122025146195,347.75259802662794,0.0051501822610423575,459.7273526614888,236
0,12,3,0,-0.01000000000013508,-159.3078487044993,346.76492289627737,0.011149669052920697,491.4038148555535,236
0,12,3,1,-0.010000000013358592,-161.72141145180424,350.67226231990145,0.00833722518575708,475.31874059685305,236
0,13,0,0,-2.6950362802048846,-158.11328542966606,353.28132151064705,0.03279612250799213,419.489145563502,236
0,13,0,1,-0.41185886185707427,-149.67984688010654,324.5146050780825,0.0210402487055672,435.9011743202929,236
0,13,1,0,-2.645889769524922,-157.6134722170802,345.1122870829797,0.032178868688603424,337.14900988699577,236
0,13,1,1,-0.3322150275129816,-150.55390514824478,326.8094408426762,0.01444950840578807,373.7395350398575,236
0,13,2,0,-2.3721830815803018,-156.9119929238227,344.99499514300595,0.03302180615249639,353.8915780821777,236
0,13,2,1,-0.2791142988305081,-150.3016504861576,324.78657232000546,0.012802653534585429,393.691669406635,236
0,13,3,0,-1.2424062769512203,-159.3049099561352,343.83624687291245,0.03172279063835137,407.8346632116565,236
0,13,3,1,-0.010000000000180139,-151.06918168315525,325.4994071978518,0.02625593315283814,389.9770478884119,236
0,14,0,0,-1.4574587460965016,-159.3145448703448,352.86429463020943,0.01804939832969954,408.59609705149217,236
0,14,0,1,-0.2629093547177593,-158.76820274600507,344.2850514254712,0.011607294049779338,468.4397716879571,236
0,14,1,0,-1.2920806541653642,-158.70120391053334,345.5110817426366,0.026693550920704134,344.40105535303564,236
0,14,1,1,-0.010000000000000002,-158.63160130252325,344.93632644531436,0.009847325551067265,419.10807022851964,236
0,14,2,0,-0.25932619364393666,-158.6113182906126,342.0722473442236,0.01804939387187443,381.7917773096093,236
0,14,2,1,-0.010005427057541717,-157.84324606820897,342.12174199097166,0.0032382036076964438,448.01141791452903,236
0,14,3,0,-0.26485098055037665,-159.53907917854272,344.52746349748566,0.018049395934306545,386.3165710764752,236
0,14,3,1,-0.1513245528518873,-158.65317163666242,343.39091268470844,0.013886266458492225,518.4453474647344,236
0,15,0,0,-1.7540501331338596,-157.85373443877936,354.52432125412844,0.01804938267539946,386.74345281115325,236
0,15,0,1,-0.010000000000168041,-161.6220839820051,344.42583946411577,0.005408433896433973,446.4267305996527,236
0,15,1,0,-3.0708335772880813,-155.8687092590122,347.0736479292444,0.012700716474320473,526.6951158986428,236
0,15,1,1,-0.40869307738807237,-160.30514570939104,340.54516282235875,0.01482195651042817,743.5820343509081,236
0,15,2,0,-2.4895978104828544,-156.8223689254826,346.93122442053004,0.01804939325042565,447.2503981033359,236
0,15,2,1,-0.010000000000000002,-160.80271332562128,342.1216220166637,0.009665196403398135,542.4451007470122,236
0,15,3,0,-1.0089431201008845,-158.82770972554874,345.8635458657238,0.01872637582403658,427.3371437709187,236
0,15,3,1,-0.010000000000026769,-160.87662560784347,341.6415018823688,0.00944380730510641,488.67439778537494,236
0,16,0,0,-0.01000000000001852,-153.6272267746953,338.97442245560285,0.030045024268028908,371.49483540216204,236
0,16,0,1,-1.167982241891116,-141.31848440656262,313.10093846757474,0.014449000993265959,478.25350633685565,236
0,16,1,0,-0.010000000079616473,-153.4323620507928,330.2373617536937,0.03127495102909039,398.2918172030588,236
0,16,1,1,-1.4343905476660497,-141.06021079147922,311.0463262666158,0.010938782984537876,492.892449672706,236
0,16,2,0,-0.010000000004639251,-152.82385369773402,329.52821763491784,0.03293439294026068,378.64219704648866,236
0,16,2,1,-0.36638420288821455,-142.11426176086854,310.26962043139315,0.01234718236021648,504.0815621837148,236
0,16,3,0,-0.010000000000008858,-153.8064617825179,331.34255510530477,0.03653366730920726,379.0440602964359,236
0,16,3,1,-0.6594746054977925,-141.60527161142357,311.9629931528223,0.014814042093229784,517.4799763460037,236
0,17,0,0,-0.2415597763681288,-153.82313871651724,338.0773687538144,0.018049431495191004,419.2020296462261,236
0,17,0,1,-0.010000000000056124,-158.13854941512676,342.16808354373114,0.010965414203779167,475.7465356373548,236
0,17,1,0,-0.6911688326329363,-153.181083767491,329.49527115671225,0.01833656231188474,374.85298077174554,236
0,17,1,1,-0.6575884458499746,-156.5758594722055,339.34440866828754,0.013259865358699163,442.07675982616064,236
0,17,2,0,-0.049661102471628985,-154.59157672364108,330.3160917867766,0.015036254011289163,368.30680761523143,236
0,17,2,1,-0.08867307650678133,-157.5263462016278,342.53590535810673,0.011152932655350223,441.71555140348346,236
0,17,3,0,-0.010000000000000002,-153.793699897461,326.89774346481585,0.02677647585721188,385.0918176057844,236
0,17,3,1,-0.010000000000004249,-158.2785568101612,340.4566576041036,0.014606171728164141,433.11313320086754,236
0,18,0,0,-1.5798987720715447,-158.52276313215984,353.4350041170186,0.018049456947401454,423.49812074727396,236
0,18,0,1,-0.7005287122623719,-159.856892245059,343.6065598244757,0.010522490889672165,512.2444037814053,236
0,18,1,0,-0.07162375234852493,-157.7033910510645,340.0975475667418,0.028760135245545326,357.60004399819326,236
0,18,1,1,-0.010000000002943722,-159.6125831061189,343.65321716733894,0.003848052051950712,442.1357040432624,236
0,18,2,0,-0.13002125043339316,-158.6815303455602,344.56972556654733,0.018049396041487364,391.21401841238594,236
0,18,2,1,-0.05667177521635611,-159.44700645475245,342.3001459325145,0.003808088738294746,461.2154602559863,236
0,18,3,0,-0.06244268153882398,-158.68929017289864,340.7968889515921,0.01804940258477805,386.02700000237076,236
0,18,3,1,-0.4845597878556024,-158.9768541737293,342.0622508527212,0.006842465238072082,494.9540816381421,236
0,19,0,0,-0.21411717060382732,-146.0755973967126,321.4494601284864,0.010660147119038621,453.79480776629225,236
0,19,0,1,-0.010000000000413128,-162.83499478851468,350.5324073670834,-0.0023029563024444255,487.51160882267834,236
0,19,1,0,-1.3969243792566877,-144.2684787650222,313.5656804155667,0.012759735660060167,475.14316786280597,236
0,19,1,1,-0.9278529570553264,-160.27977029122857,347.34491072212495,0.0030217547187434413,510.869295821282,236
0,19,2,0,-0.33907862453125504,-145.65466185938325,312.55801872243654,0.010992743779721037,471.86660570990216,236
0,19,2,1,-0.04478263426020178,-161.09313088874498,346.64528113974546,0.004725985213887007,534.3769431731592,236
0,19,3,0,-0.010000000000126498,-145.50375597515247,312.3407613750408,0.010745323319457767,433.1541743570225,236
0,19,3,1,-0.010000000000000005,-161.18290602393674,349.8729651290637,0.002697018420820263,494.3127255168323,236
0,20,0,0,-0.010000000269441766,-160.11000684638182,356.94503847963455,0.03306155254255605,407.6404806242438,236
0,20,0,1,-0.010000000000000002,-145.08356098622596,312.39171404764136,0.0033620392795314924,504.63682819604,236
0,20,1,0,-0.8496640307707587,-158.02632729998243,346.26717184675425,0.030665678132340668,409.18669794427956,236
0,20,1,1,-0.010000000000000002,-144.90054352805956,310.1437330125443,0.007708778057398558,452.1253086002595,236
0,20,2,0,-0.010000000002484974,-158.5400873561848,345.8435046160728,0.03256073515072522,404.54810111574363,236
0,20,2,1,-0.010000000000000637,-144.3019240040557,308.70604867512026,0.009806306685851585,494.3881887027908,236
0,20,3,0,-0.010000000000000002,-158.94435220714806,345.9560035546313,0.03747744703505751,384.34041472395506,236
0,20,3,1,-0.010000000000341883,-144.6307632171913,309.9004782749231,0.009872492542631006,480.9541446508799,236
0,21,0,0,-0.526212498419347,-155.1754797941155,340.4470770396648,0.010335269652249401,548.8656957187607,236
0,21,0,1,-0.010000000000000002,-158.1598562919516,335.8938407531986,0.0015448848586405717,516.2190851688686,236
0,21,1,0,-0.558182476205622,-154.88971212443002,330.966546312737,0.01238974506838919,435.4640043044479,236
0,21,1,1,-0.010000000000000056,-156.76731784929422,333.97085395132154,0.002067047085269169,448.43333964495037,236
0,21,2,0,-0.08570979759142745,-155.49666978126217,331.9290487205289,0.01211384195919285,459.02472937206437,236
0,21,2,1,-0.010000000000000002,-157.94408370583122,334.6616328571187,0.00117538887368962,476.1333292115571,236
0,21,3,0,-0.010000000000000002,-155.15133026504245,330.49701995565135,0.014669022913205265,421.43478781711485,236
0,21,3,1,-0.010000000000000002,-157.41663465829143,333.9647127044222,0.0074729734089057365,527.4549850358591,236
0,22,0,0,-0.010000000000000002,-151.15172611222928,330.48120106118694,0.006919532517063343,475.61038456575426,236
0,22,0,1,-1.31837056751636,-155.754975332045,343.09071219830275,-5.135740277495415e-09,549.8015415600445,236
0,22,1,0,-0.010000000011571938,-150.30027661753036,323.47410613074175,0.004947544891596545,419.7548123754547,236
0,22,1,1,-0.640370159333421,-156.37025824966932,344.903564805524,-0.010175677611987732,449.27374746899034,236
0,22,2,0,-0.010000000000446872,-150.01706139436627,322.2335491212863,0.003721617358447671,449.1504765299835,236
0,22,2,1,-0.5716520393788229,-156.76079535854248,346.9350272609454,-0.0050452775343957645,490.9551237228584,236
0,22,3,0,-0.010000000000000274,-150.59263746287058,321.4996141234938,0.006154313164246195,486.6306164310674,236
0,22,3,1,-1.29461380253479,-156.19701926879574,345.19587060354456,-0.0016244301103186531,492.40605135928354,236
0,23,0,0,-0.7126032622884882,-160.66675310229618,352.0859641117386,0.010660209664385634,421.10069963157775,236
0,23,0,1,-0.010000000000000486,-156.4974534121063,332.51951101362994,0.0029338434634852417,473.314963399244,236
0,23,1,0,-2.38217895137699,-158.6773471541042,345.09570673768155,0.01146012044049638,478.9674802605555,236
0,23,1,1,-0.15623722568059248,-155.8872313402598,332.90042828946224,0.0025422532922952934,517.4247487545215,236
0,23,2,0,-0.4907384855611167,-160.20682644951586,345.1748762657141,0.012347264751828124,449.8595212729551,236
0,23,2,1,-0.010000000000000002,-155.05491977062772,332.8765007924408,0.0029394138934095704,516.304658903148,236
0,23,3,0,-0.010000000000008533,-160.8065552456086,342.1392298969436,0.01635102289290724,417.47782842214997,236
0,23,3,1,-0.010000000001071218,-155.684423014209,332.8093070316318,-0.00048245293084392404,479.78675108697166,236
0,24,0,0,-0.010000000000011937,-159.62577464080962,351.81078791772353,0.03436280939943981,426.41819949385757,236
0,24,0,1,-0.9381242281887809,-152.9259173787359,336.37276047870466,0.005278866649441327,548.127062385084,236
0,24,1,0,-0.010000000562984127,-158.7326264646997,345.9154615147676,0.027717426779267584,382.3645063438748,236
0,24,1,1,-1.6912293365241335,-151.91454520450418,332.01750822164433,0.018049386708649973,488.7944681982114,236
0,24,2,0,-0.010000000000001187,-158.9231176539387,345.164982290341,0.020429077216268743,390.4380000917717,236
0,24,2,1,-0.5896735675994383,-152.48513738223707,334.5760124261304,0.012397887390736329,465.80168845132357,236
0,24,3,0,-0.010000000000000002,-158.96858214045608,343.62501609829116,0.022656440709617698,386.17379396956915,236
0,24,3,1,-0.3954948032273087,-153.0927504121642,330.67938794032574,0.025184100805682674,456.6090167916988,236
0,25,0,0,-0.16525714745911976,-156.9258320466015,349.53734507064297,0.033021780479738694,397.746847030915,236
0,25,0,1,-0.9400410459424845,-148.55169063818911,327.2316925132396,0.018049447707148447,418.71261656232156,236
0,25,1,0,-0.1174714310845014,-156.96168933665894,337.9692393601006,0.040743133686027666,298.4888153914058,236
0,25,1,1,-0.15910911960994034,-149.63071212766323,324.313661058942,0.018049392657439545,378.8717725280013,236
0,25,2,0,-0.01000000000033946,-156.98570787008737,340.36029956899216,0.033428651619533456,337.50493367777995,236
0,25,2,1,-0.010000000000261347,-150.3425810437921,324.27567642860976,0.015044013314929217,356.4049496350848,236
0,25,3,0,-0.010000000000067616,-156.46534934603886,337.71967773766437,0.040916082845729784,343.0924429339079,236
0,25,3,1,-0.010000000000000002,-150.39162916452446,323.3497897613726,0.028011701720198512,377.5361887947649,236
0,26,0,0,-0.19337462340425265,-153.14668981050582,338.4444771695828,0.03302178248720877,410.23601526512687,236
0,26,0,1,-0.21577422913737446,-151.49055724638453,321.89186901010873,0.01444950307821491,429.09875820160624,236
0,26,1,0,-0.010000000001709855,-153.49743346349493,331.5033216170228,0.03391095500263719,348.4536859357435,236
0,26,1,1,-0.19055722258863145,-151.2868891483882,318.9614627079069,0.018718191096022352,412.67704086031364,236
0,26,2,0,-0.16576349666985626,-152.7851950993761,332.2529229987167,0.018508288937533757,388.39851349093107,236
0,26,2,1,-0.5956812076233535,-150.11221170605418,317.790330068462,0.019921296677903766,416.1335531692662,236
0,26,3,0,-0.010000000001247275,-153.44576394141478,329.92156756498895,0.026909816408207332,342.3315930884077,236
0,26,3,1,-1.0295706573418217,-150.56575005048344,321.6982473041479,0.010335313100041432,548.8140713793708,236
0,27,0,0,-0.010000000000009463,-156.51583364216054,340.0380375731229,0.02015819599535329,361.2842383622641,236
0,27,0,1,-0.47777458179385524,-152.65003809107625,333.528783791815,0.011546504691944293,454.6921358905148,236
0,27,1,0,-0.7053007345776839,-155.88268614125988,330.43024496073326,0.033021779248094574,576.8469118720654,236
0,27,1,1,-0.9024917456774331,-151.78700358642655,328.76086017993583,0.015445932079811708,524.3944246912295,236
0,27,2,0,-0.19545432875631347,-155.32762009848614,328.44089748597804,0.03302177914646842,490.2295643951517,236
0,27,2,1,-1.0163576137654249,-151.49896396256403,330.9245093247189,0.009116000951095105,487.221585354597,236
0,27,3,0,-0.010000000000000002,-157.4073183148582,332.0638542466601,0.019088092268593537,422.18218755893207,236
0,27,3,1,-0.010000000000080575,-153.33901814452938,331.856033619169,0.005434294518468552,520.7636562024225,236
0,28,0,0,-0.24441894582751475,-157.92746938039204,351.6750531040724,0.03302178146257562,372.12824627617044,236
0,28,0,1,-0.32030860217825136,-150.54429673510882,326.03849734251855,0.0123472949022837,434.10795418438056,236
0,28,1,0,-2.0431333639370406,-154.9139980991351,346.1813352740064,0.031415017830139225,395.2413296901822,236
0,28,1,1,-1.5886514193130978,-149.08880819727517,325.51636296597894,0.018048632222306016,478.33270497417544,236
0,28,2,0,-0.8824567481648921,-156.2329019159833,344.66115245399493,0.032755455472065376,380.8517508060249,236
0,28,2,1,-0.9015148610187005,-148.88211304786847,327.1564038873705,0.01234728452756495,476.7475520183978,236
0,28,3,0,-0.09550204439828854,-156.7774388991886,343.15116945846813,0.033021784167773904,353.9058533577511,236
0,28,3,1,-0.40482358638066973,-150.22712063041692,327.74511109287096,0.010660145106961227,478.9366428267185,236
0,29,0,0,-0.010000000000016128,-158.52661262412198,348.6571414178058,0.02161635667221451,401.4246957779061,236
0,29,0,1,-0.010000000000093897,-163.11830798106192,347.45733876538407,0.009975951631292834,492.15459590908233,236
0,29,1,0,-0.01000000017253888,-158.1892772315236,337.79234245109245,0.02792062443611476,370.5357891776698,236
0,29,1,1,-0.5944340971713027,-162.11207750086152,348.33372373511423,0.014449501945264842,473.5908256396547,236
0,29,2,0,-0.010000000000898339,-158.9022270909455,339.9558833526321,0.017306629431256604,369.869596887535,236
0,29,2,1,-0.14208831149840434,-162.20828469112715,350.51904072651234,-0.006694789693062808,945.6786164311413,236
0,29,3,0,-0.010000000000000002,-158.90148477667748,338.47522378062706,0.02464100925115109,383.6266128048801,236
0,29,3,1,-0.010000000000000002,-162.86055740662977,348.66076139983767,0.01129097728089945,452.5259239395934,236
0,30,0,0,-0.010000000000016522,-159.84566480455604,347.79456040993733,0.029463464489360103,361.8978998454566,236
0,30,0,1,-0.010000000001548538,-155.51537296610363,329.4879304691331,0.011005859817641017,457.06289185145187,236
0,30,1,0,-0.010000000000002132,-158.73302394675073,340.50729927254616,0.029168781309195313,324.8795360021652,236
0,30,1,1,-0.010000000000000002,-155.5470001841063,328.8592966863431,0.011840458533807108,430.96080979609144,236
0,30,2,0,-0.010000000000000002,-159.17943504821656,337.7047164354818,0.03118000536433596,349.54491363235377,236
0,30,2,1,-0.010000000000000002,-154.65304538245906,329.13464917210825,0.006361315271362189,446.3316731888345,236
0,30,3,0,-0.010000000000000002,-159.27459758123115,337.869130976544,0.032927232773299564,515.5127203022261,236
0,30,3,1,-0.010000000000717447,-155.01229029432807,328.3427461094128,0.009671420021422295,485.84816307217494,236
0,31,0,0,-0.6659575397083418,-152.64009697726317,341.5195825308533,0.018234145380592426,367.6157081504124,236
0,31,0,1,-0.025682537612785255,-162.1381611250664,352.408207655157,-0.0013396260020230866,496.31156186197126,236
0,31,1,0,-1.7758270646379342,-150.909735366759,332.4170264841701,0.012413311159981233,515.2278444400015,236
0,31,1,1,-1.0511389345974393,-161.6815902294096,348.96777688325653,0.004580143786153457,502.05192132165877,236
0,31,2,0,-1.2368027119113025,-151.30870538487903,329.39467066270345,0.018049412722821012,403.7902288900326,236
0,31,2,1,-0.010000000000058702,-162.70920985234272,349.33879579546806,0.0032192467090836896,532.0340326546259,236
0,31,3,0,-0.2870548522424815,-152.58374716987834,330.7282399729906,0.022021695919065554,412.6022738350152,236
0,31,3,1,-0.010000000000000002,-162.68139675468464,349.53437760872174,0.003411934856819454,478.30578728219666,236
0,32,0,0,-0.010000000000028764,-152.95073352187376,335.2517020134376,0.03590503393481148,397.2604764939027,236
0,32,0,1,-0.010000000000001463,-155.96319097029823,336.0850152553354,0.014690487741232383,426.01644881717084,236
